0,0,13.2475,-3.626
0,0,3.75156,-2.94936
0,0,13.2475,-3.626
0,0,3.75156,-2.94936
0,0,13.2475,-3.626
0,0,3.75156,-2.94936
0,0,13.2468,-3.626
0,0,3.75156,-2.94936
0,0,13.2468,-3.626
0,0,3.75156,-2.94936
0,0,13.2462,-3.62594
-0.025754,0,3.75194,-2.94941
0,0,13.2462,-3.62594
-0.150848,0,3.75203,-2.94946
0,0,13.2462,-3.62594
-0.150848,0,3.75203,-2.94946
0,0,13.2462,-3.62594
-0.122052,0,3.75186,-2.94948
0,0,13.2462,-3.62594
-0.24087,0,3.7517,-2.9495
0,0,13.2456,-3.62588
-0.429266,0,3.74938,-2.94953
0,0,13.2456,-3.62588
-0.548097,0,3.7485,-2.94952
0,0,13.245,-3.62588
-0.552891,0,3.74781,-2.94951
0,0,13.2444,-3.62581
-0.845211,0,3.74487,-2.94946
0,0,13.2444,-3.62581
-1.05212,0,3.74338,-2.94942
0,0,13.2444,-3.62581
-0.846452,0,3.74235,-2.94938
0,0,13.2444,-3.62581
-0.964298,0,3.73977,-2.94929
0,0,13.2444,-3.62581
-1.0821,0,3.73891,-2.94922
0,0,13.2444,-3.62575
-1.2572,0,3.73478,-2.94904
-0.155386,0,13.2432,-3.62575
-1.37614,0,3.7332,-2.94894
0,0,13.2432,-3.62575
-1.35294,0,3.72912,-2.94878
0,0,13.2432,-3.62575
-1.46725,0,3.72501,-2.94863
0,0,13.2432,-3.62575
-1.55712,0,3.72267,-2.94849
0,0,13.2432,-3.62575
-1.59402,0,3.71905,-2.94834
0,0,13.2426,-3.62569
-1.59082,0,3.71352,-2.94805
-0.155403,0,13.242,-3.62569
-1.6807,0,3.71252,-2.94797
0,0,13.242,-3.62569
-1.88961,0,3.70667,-2.94771
0,0,13.242,-3.62569
-1.89119,0,3.70272,-2.94748
0,0,13.242,-3.62569
-2.12701,0,3.69706,-2.94718
0,0,13.242,-3.62563
-2.30366,0,3.69333,-2.94697
0,0,13.242,-3.62563
-2.30366,0,3.69333,-2.94697
0,0,13.242,-3.62563
-2.30366,0,3.69333,-2.94697
0,0,13.242,-3.62563
-2.30366,0,3.69333,-2.94697
